area;perimeter;majoraxislength;minoraxislength;aspectration;eccentricity;convexarea;equivdiameter;extent;solidity;roundness;compactness;shapefactor1;shapefactor2;shapefactor3;shapefactor4;Outcome
50211.0;882.965;340.660427116726;188.760896599977;1.80471926788235;0.832448248694377;51232.0;252.845072684237;0.70048828125;0.98007104934416;0.809322766085375;0.742220265571383;0.00678457762475804;0.00127008799502748;0.550890922624855;0.994203462562561;6
31992.0;664.928;237.730951834819;171.9786199968;1.38232852338996;0.690411323300738;32361.0;201.825368859238;0.809903546745652;0.988597385742097;0.909289157127051;0.848965468322654;0.00743094998233368;0.00238113601315991;0.720742366404304;0.996302731096246;4
31012.0;654.663;251.573454851102;157.413756613351;1.59816689635984;0.780050247933446;31404.0;198.710102313211;0.718069834213207;0.987517513692523;0.909293416443144;0.789869115685601;0.00811213255678775;0.00194775950970883;0.623893219913953;0.997085490929829;4
174621.0;1591.312;590.554866569567;379.99376027976;1.55411727322782;0.765486390563352;177034.0;471.523448559241;0.76636559932589;0.986369849859349;0.866554056106034;0.798441390040929;0.00338192351761568;0.00084784353464771;0.637508653330491;0.990763209973125;2
58360.0;1017.74;343.405878750112;217.043367552225;1.58219936698818;0.774942613716273;59984.0;272.591745712786;0.737716315463475;0.972926113630302;0.708029673904468;0.793788815453401;0.00588426797035833;0.00144109332492543;0.630100683538913;0.996944902634087;1
46963.0;815.744;305.15333856225;196.539154991786;1.55263381780085;0.764969195259236;47472.0;244.530465871632;0.750891386725933;0.989277890124705;0.886865824573318;0.801336361003794;0.00649773946643635;0.00165272826549151;0.642139963466802;0.997008223039959;6
47472.0;879.075;363.330243403022;167.71524519772;2.16635191973568;0.887085309192974;48044.0;245.852044261722;0.602344820585698;0.988094246940305;0.771961309798314;0.676662757162805;0.00765356933356551;0.000989766794357015;0.45787248693117;0.99191294105749;5
43014.0;781.284;293.083154627598;187.397589477234;1.5639643788652;0.768873642609114;43542.0;234.023771820809;0.726894803548796;0.987873777042855;0.885527053856998;0.798489330163546;0.00681366891308871;0.00170858763234639;0.637585210385029;0.99716055753346;6
44034.0;802.811;300.038823453351;188.388368220046;1.59266108777423;0.778310182464726;44621.0;236.782241971116;0.712259191563011;0.986844759194101;0.858561427567503;0.78917201196108;0.0068137989611062;0.00163025588534487;0.6227924644627;0.991897323908754;6
36229.0;711.028;267.802275666475;172.65049951353;1.55112366556164;0.76444080639751;36660.0;214.774755188337;0.800888672738527;0.988243316966721;0.900518841400105;0.801990030345451;0.00739193120611872;0.00188631212917361;0.643188008773498;0.997664141814043;4
52481.0;909.971;365.441262944422;185.195171291757;1.97327641101778;0.862080491320149;53276.0;258.497358878666;0.836430575035063;0.985077708536677;0.796446965358294;0.70735679051651;0.00696330601445136;0.00107534879386666;0.500353629089818;0.987336013450078;5
30283.0;650.688;245.600588165619;157.16095867749;1.56273282011226;0.768454317128911;30610.0;196.360671044929;0.80733137829912;0.989317216595884;0.89880021056715;0.799512218238315;0.00811018023860316;0.00204414024638573;0.639219787112352;0.998929740585642;4
38578.0;729.92;268.710888166194;183.0159138153;1.46823783005765;0.73220104043459;39002.0;221.628146129487;0.743844359177063;0.989128762627558;0.909911272985552;0.824782901958229;0.00696539188569117;0.00198830917035102;0.680266835362638;0.998793502213026;4
44659.0;788.8;296.5536499822;192.243886976678;1.54259079259137;0.761419000555996;45142.0;238.456714789766;0.810449332171893;0.989300429754995;0.901955381918015;0.804093002409779;0.00664040059074766;0.00171237616074114;0.646565556524373;0.997386074301211;6
52165.0;865.845;336.211745346137;198.48644005104;1.69387765360536;0.807139024919453;52639.0;257.717948251785;0.78199016609702;0.990995269666977;0.874397221662045;0.766534637231246;0.00644515950054897;0.00137258917094523;0.587575350075237;0.99528075530179;6
39479.0;732.103;258.918665770802;195.128429723192;1.32691410543355;0.657300851884701;39880.0;224.201302374896;0.740138732658418;0.989944834503511;0.925617665362904;0.865914018626071;0.00655838966971813;0.00227444826270839;0.749807087653152;0.994929600961015;6
30708.0;659.27;250.650437425287;156.549390540601;1.6010949423676;0.780966767228899;31070.0;197.733760242725;0.69451543593803;0.98834888960412;0.887840124977427;0.788882565990591;0.00816238235721269;0.00195005172587733;0.622335702923899;0.996418546406243;4
67889.0;1009.017;381.725755859203;229.927303502498;1.66020194228501;0.79824238526582;69235.0;294.005033039446;0.761019191103937;0.980558965840976;0.837938816328988;0.770199622442788;0.00562279243852763;0.00122052033743703;0.593207458411013;0.984844174631919;3
33132.0;671.793;238.166284967382;178.958724837053;1.33084478101998;0.65984421715499;33522.0;205.389806456322;0.812556713672594;0.988365849293002;0.922542894519084;0.862379855672901;0.00718840652442902;0.00245248751707635;0.743699015470413;0.989747953388495;4
47291.0;861.047;354.542925258858;170.402977051695;2.08061461949284;0.876925016661552;47849.0;245.382907534471;0.772123171368861;0.98833831428034;0.801557432885007;0.692110574073118;0.00749704859822922;0.00106113838958705;0.479017046743821;0.996649870441476;5
64284.0;1038.268;351.486189265496;233.446871939005;1.5056367487217;0.7475808428426;65556.0;286.09252156209;0.730234460196292;0.980596741717005;0.749365713343636;0.813950961088801;0.00546770874969659;0.00148039666057817;0.662516167057383;0.997508687743843;1
55838.0;950.359;399.441925770856;178.746460877092;2.23468438933467;0.894288692938238;56472.0;266.636737339253;0.588915256024891;0.988773197336733;0.776898592473345;0.667523162033352;0.00715358583349791;0.000876130730968891;0.445587171851004;0.995746697023223;5
96343.0;1198.882;464.952441407559;264.967288333407;1.75475412203529;0.821727641821464;97272.0;350.239514416092;0.78311088712955;0.990449461304384;0.842320072556816;0.753280299713677;0.00482601166050008;0.000958505409261953;0.567431209936726;0.995702254607944;3
52266.0;903.64;366.521121434233;182.945630222069;2.00344288622434;0.86652091960991;53045.0;257.967319723115;0.733990562858106;0.985314355735696;0.804337347017684;0.703826613630517;0.00701261090257974;0.00106150548855121;0.495371902054601;0.992449313206708;5
61944.0;955.718;361.965780081394;219.961085054752;1.64559008240614;0.794178344589146;62873.0;280.83723107714;0.707131359947031;0.985224182081339;0.852215794853675;0.775866798828301;0.00584343568515747;0.00130616096998882;0.601969289524075;0.990594692753889;3
74566.0;1044.026;402.485074567239;238.380724081652;1.6884128367249;0.805737941768149;75681.0;308.123968384029;0.798539270491979;0.985267107992759;0.859662696966319;0.765553775417216;0.00539770236525009;0.00114364571368107;0.586072583055553;0.989532472483517;3
55333.0;932.896;390.837336498783;181.259652764215;2.15622909201525;0.885954267177668;55814.0;265.428264751196;0.835871174355721;0.991382090514925;0.798964750683938;0.679127196825583;0.00706336790882082;0.000926821462378591;0.461213749468175;0.994482504240709;5
26181.0;595.879;218.664083915037;153.209035145589;1.42722708035625;0.713495952133563;26459.0;182.577886176588;0.702657004830918;0.989493178124646;0.926573625781966;0.834969707451042;0.00835201420553213;0.00250411267013877;0.697174412360879;0.995026201052902;4
43287.0;754.888;260.055579603862;212.243781985632;1.2252683078436;0.57784324315363;43653.0;234.765244814796;0.753393901420217;0.991615696515703;0.954557971411632;0.902750270432228;0.00600770623059721;0.00246126830769084;0.814958050765461;0.998542271824917;0
35280.0;717.703;264.995250139149;170.035244936247;1.55847248162289;0.766994281625982;35772.0;211.943131849693;0.703615803434315;0.986246226098625;0.86069428111776;0.799799738819477;0.00751120323523666;0.00189589511580745;0.639679622215703;0.996923088278102;4
28443.0;633.041;239.458655191399;151.630145070568;1.5792285569598;0.773971391810524;28840.0;190.301740325469;0.762792319244797;0.98623439667129;0.891911138926545;0.794716483199829;0.00841889586862844;0.00207149449650754;0.631574288669504;0.997400152508456;4
49557.0;830.709;315.129663665106;200.758370364184;1.56969626269355;0.770809320436451;50092.0;251.193017654632;0.753260373917009;0.989319651840613;0.902437306335305;0.797110036335962;0.00635893342343375;0.00158356957857611;0.635384410027519;0.99736053379394;6
47145.0;819.001;308.906994480561;194.908404387696;1.58488288614845;0.775814186347872;47633.0;245.003833309888;0.80577347074809;0.989755001784477;0.883235751441898;0.793131388047303;0.00655227477952192;0.00159938277359477;0.629057398705842;0.99698230561395;6
52655.0;915.993;310.996646534652;216.530092771709;1.43627448062169;0.717803495730428;53696.0;258.925526412577;0.740951818079478;0.980613081048868;0.788615250784711;0.832566940183152;0.00590630797710858;0.00175054185418739;0.693167709885937;0.99557909250015;1
58757.0;951.819;386.023551922356;195.480090250632;1.97474613106338;0.862302097680182;59355.0;273.517341186997;0.842382188068988;0.989925027377643;0.815005872280409;0.708550915675765;0.00656983086138428;0.00102145257154082;0.502044400104965;0.991410236729316;5
68978.0;1054.813;373.103518960022;236.81888213186;1.5754804498751;0.772736448576959;70161.0;296.353703058933;0.823598242430032;0.98313878080415;0.779057503392573;0.794293508367277;0.00540902199193978;0.00132807488072371;0.630902177434398;0.993974046331528;1
52437.0;915.701;376.520391931584;177.775774374372;2.11795107211112;0.881515845494771;52928.0;258.388974237056;0.641376273591252;0.990723246674728;0.785851206347213;0.686254927419724;0.0071804335093843;0.000982363755751722;0.470945825407851;0.997440215828813;5
42662.0;771.819;286.388468397216;190.953948268268;1.49977767411687;0.745267587908625;43275.0;233.0642517794;0.705390211640212;0.985834777585211;0.89995365364552;0.813804595847566;0.00671296395849272;0.0018162458324966;0.66227792022262;0.993269638810437;6
34124.0;681.39;256.295307452333;169.84367780837;1.50900705142234;0.74889610380868;34452.0;208.441901316752;0.779229082937523;0.990479507720887;0.923588009530241;0.81328801291268;0.0075107052939964;0.002026926353049;0.661437391947455;0.998113688523109;4
70692.0;1006.43;378.574466263035;238.177905722238;1.58946089107244;0.777288656395198;71443.0;300.013082875428;0.78786527873749;0.989488123399073;0.877027043100611;0.792481029787618;0.0053552660309941;0.00130291568585564;0.628026182573243;0.998223055769688;1
33184.0;674.669;252.223028653329;168.205820067425;1.49949049653708;0.745153322259572;33518.0;205.550920826183;0.697142857142857;0.990035204964497;0.916129963827965;0.814956992324061;0.00760074218458683;0.00206811424371698;0.664154899337879;0.995893959785689;4
35442.0;698.883;236.867490194818;191.003257990667;1.24012277427431;0.591408965105346;36046.0;212.429178656096;0.729589526122936;0.983243633135438;0.911841033936654;0.896827076106469;0.00668324276832057;0.002666870001065;0.804298804437679;0.997429264704766;0
